language,cast_num,cast_0,crew_num,director,genre_0,company_0,country,cast_bucket
en,9,Freddie Highmore,99,Mark Waters,Adventure,Paramount Pictures,US,0
en,20,Bruce Willis,109,John Moore,Action,Ingenious Media,US,0
en,20,Dennis Quaid,145,John Lee Hancock,Western,Imagine Entertainment,US,0
en,44,Craig T. Nelson,85,Brad Bird,Action,Walt Disney Pictures,US,1
en,31,Geena Davis,16,Renny Harlin,Action,Le Studio Canal+,FR,1
en,91,Logan Lerman,48,Chris Columbus,Adventure,Ingenious Film Partners,CA,3
en,18,Tommy Lee Jones,122,Barry Sonnenfeld,Action,Amblin Entertainment,US,0
en,24,Tom Hanks,172,John Lasseter,Animation,Pixar Animation Studios,US,0
en,20,Denzel Washington,27,Tony Scott,Action,Twentieth Century Fox Film Corporation,US,0
en,16,Chris Tucker,10,Brett Ratner,Action,New Line Cinema,US,0
en,15,Harrison Ford,111,Robert Zemeckis,Drama,DreamWorks SKG,US,0
en,41,Bill Hader,21,Phil Lord,Animation,Columbia Pictures,US,1
en,27,Ray Romano,8,Carlos Saldanha,Animation,Blue Sky Studios,US,1
en,13,Ben Stiller,21,Ben Stiller,Adventure,New Line Cinema,US,0
en,16,Cameron Diaz,38,McG,Action,Columbia Pictures,US,0
en,71,Leonardo DiCaprio,71,Martin Scorsese,Drama,Vertigo Entertainment,HK,2
en,21,Eddie Murphy,27,Tony Bancroft,Animation,Walt Disney Pictures,US,0
en,74,Ben Stiller,36,Ben Stiller,Action,DreamWorks SKG,US,2
en,59,Daniel Craig,149,David Fincher,Thriller,Columbia Pictures,NO,2
en,17,Bruce Willis,49,John McTiernan,Action,Twentieth Century Fox Film Corporation,US,0
en,55,Robert Downey Jr.,25,Guy Ritchie,Action,Village Roadshow Pictures,DE,2
en,19,Jack Huston,8,Timur Bekmambetov,Drama,Paramount Pictures,US,0
en,15,Michael J. Fox,68,Gary Trousdale,Animation,Walt Disney Pictures,US,0
en,27,Jason Lee,12,Walt Becker,Adventure,Regency Enterprises,US,1
en,35,Tom Cruise,27,Bryan Singer,Drama,United Artists,DE,1
en,183,Adam Sandler,37,Dennis Dugan,Comedy,Columbia Pictures,US,3
en,72,Adam Sandler,40,Chris Columbus,Action,Columbia Pictures,US,2
en,23,Haley Joel Osment,146,Steven Spielberg,Drama,DreamWorks SKG,US,0
en,25,Eddie Murphy,12,Rob Minkoff,Thriller,Walt Disney Pictures,US,1
en,108,Jodie Foster,172,Robert Zemeckis,Drama,Warner Bros.,US,3
en,10,Kevin Bacon,13,Paul Verhoeven,Action,Columbia Pictures Corporation,DE,0
en,21,Nicole Kidman,107,Sydney Pollack,Crime,Universal Pictures,FR,0
en,22,Logan Lerman,29,Thor Freudenthal,Adventure,1492 Pictures,US,0
en,13,Angelina Jolie,12,Jan de Bont,Action,Paramount Pictures,US,0
en,141,Jesse Eisenberg,92,Jon M. Chu,Action,Summit Entertainment,CA,3
en,28,Val Kilmer,18,Phillip Noyce,Thriller,Paramount Pictures,US,1
en,14,Robert Redford,32,Tony Scott,Action,Universal Pictures,GB,0
en,17,Gary Sinise,35,Brian De Palma,Science Fiction,Spyglass Entertainment,US,0
en,13,Jesse Eisenberg,16,Carlos Saldanha,Animation,Blue Sky Studios,US,0
en,17,Robin Williams,10,Chris Columbus,Comedy,Laurence Mark Productions,DE,0
en,16,Tommy Lee Jones,10,Mick Jackson,Science Fiction,Twentieth Century Fox Film Corporation,US,0
en,17,Harrison Ford,17,Alan J. Pakula,Crime,Columbia Pictures,US,0
en,29,Harrison Ford,15,Kathryn Bigelow,Drama,Paramount Pictures,CA,1
en,17,Arnold Schwarzenegger,77,John Milius,Adventure,Universal Pictures,US,0
en,68,Russell Crowe,45,Ron Howard,Romance,Miramax Films,US,2
en,12,Elle Fanning,3,Andrei Konchalovsky,Fantasy,Vnesheconombank,GB,0
en,12,Jeff Bridges,60,Gary Ross,Drama,Universal Pictures,US,0
en,16,Helen Hunt,90,Jan de Bont,Action,Universal Pictures,US,0
en,14,Tom Hanks,13,Robert Zemeckis,Adventure,DreamWorks SKG,US,0
en,20,Elijah Wood,69,George Miller,Animation,Kennedy Miller Productions,AU,0
en,46,Matt Damon,160,Paul Greengrass,Action,Universal Pictures,DE,1
en,38,Harrison Ford,100,Wolfgang Petersen,Action,Columbia Pictures Corporation,DE,1
en,23,George Clooney,121,Steven Soderbergh,Thriller,Village Roadshow Pictures,US,0
en,15,Milla Jovovich,31,Paul W.S. Anderson,Adventure,Impact Pictures,US,0
en,24,Adam Sandler,13,Genndy Tartakovsky,Animation,Columbia Pictures,US,0
en,15,Amy Adams,24,Kevin Lima,Comedy,Walt Disney Pictures,US,0
en,17,Denzel Washington,20,Daniel Espinosa,Action,Universal Pictures,US,0
en,5,Glenn Close,13,Kevin Lima,Comedy,Walt Disney Pictures,US,0
en,55,Ben Stiller,19,Brett Ratner,Action,Universal Pictures,US,2
en,21,Cameron Diaz,10,Nancy Meyers,Comedy,Columbia Pictures,GB,0
en,44,Will Smith,18,Tony Scott,Action,Jerry Bruckheimer Films,US,1
en,25,Meryl Streep,13,Nancy Meyers,Comedy,Universal Pictures,US,1
en,25,George Clooney,45,Steven Soderbergh,Crime,Village Roadshow Pictures,US,1
en,17,Martin Lawrence,14,Jill Culton,Adventure,Sony Pictures Animation,US,0
en,21,Shailene Woodley,95,Neil Burger,Adventure,Summit Entertainment,US,0
en,16,Jude Law,77,Jean-Jacques Annaud,War,Paramount Pictures,IE,0
en,21,Dwayne Johnson,34,Peter Berg,Adventure,Columbia Pictures,US,0
en,22,Arnold Schwarzenegger,97,John McTiernan,Adventure,Columbia Pictures Corporation,US,0
en,21,Zhang Ziyi,15,Rob Marshall,Drama,DreamWorks SKG,US,0
en,56,Lucas Black,57,Justin Lin,Action,Universal Pictures,JP,2
en,48,James McAvoy,32,Barry Cook,Drama,Columbia Pictures,US,1
en,11,Brad Pitt,83,Martin Brest,Fantasy,Universal Pictures,US,0
en,21,Arnold Schwarzenegger,151,Andrew Davis,Action,David Foster Productions,US,0
en,24,Roy Scheider,15,Bob Fosse,Drama,Twentieth Century Fox Film Corporation,US,0
en,33,Julia Roberts,33,Tarsem Singh,Adventure,Relativity Media,US,1
en,30,Michael Cera,7,Edgar Wright,Action,Universal Pictures,US,1
en,54,Aaron Eckhart,222,Jon Amiel,Action,Paramount Pictures,US,2
en,19,Eddie Murphy,14,Peter Segal,Fantasy,Imagine Entertainment,US,0
en,11,Freddie Prinze Jr.,118,Raja Gosnell,Mystery,Atlas Entertainment,US,0
en,15,Karl Urban,82,Pete Travis,Action,DNA Films,ZA,0
en,24,Adam Sandler,15,Frank Coraci,Comedy,Original Film,US,0
en,21,Hal Holbrook,15,George A. Romero,Horror,Warner Bros.,US,0
en,18,James Marsden,10,Brad Peyton,Comedy,Village Roadshow Pictures,US,0
en,21,Hayden Christensen,89,Doug Liman,Adventure,Dune Entertainment,CA,0
en,11,Ron Perlman,14,Guillermo del Toro,Adventure,Universal Pictures,DE,0
en,26,Jake Gyllenhaal,43,David Fincher,Crime,Paramount Pictures,US,1
en,12,Arnold Schwarzenegger,56,Roger Spottiswoode,Science Fiction,Phoenix Pictures,US,0
en,11,Jim Carrey,124,Tom Shadyac,Fantasy,Universal Pictures,US,0
en,22,Sylvester Stallone,111,Sylvester Stallone,Thriller,Millennium Films,US,0
en,30,Tom Cruise,91,Brian De Palma,Adventure,Paramount Pictures,US,1
en,48,Jennifer Lawrence,61,Gary Ross,Science Fiction,Lionsgate,US,1
en,24,Bradley Cooper,4,Todd Phillips,Comedy,Legendary Pictures,US,0
en,11,Michael Keaton,16,Tim Burton,Action,PolyGram Filmed Entertainment,GB,0
en,17,Bruce Willis,13,Karey Kirkpatrick,Comedy,Pacific Data Images (PDI),US,0
en,11,Chris Sanders,33,Chris Sanders,Animation,Walt Disney Pictures,US,0
en,45,Julia Roberts,26,Gary Winick,Comedy,Paramount Pictures,DE,1
en,26,Robert Duvall,113,Mimi Leder,Action,Paramount Pictures,US,1
en,61,Bruce Willis,14,Dean Parisot,Action,DC Comics,CA,2
en,32,Adam Sandler,19,Peter Segal,Comedy,Paramount Pictures,US,1
en,11,Jason Lee,13,Mike Mitchell,Comedy,Fox 2000 Pictures,US,0
en,55,Adam Sandler,17,Dennis Dugan,Comedy,Columbia Pictures,US,2
en,15,Steve Carell,14,Peter Segal,Action,Village Roadshow Pictures,CA,0
en,11,Jack Nicholson,7,Nancy Meyers,Drama,Columbia Pictures Corporation,US,0
en,26,Leonardo DiCaprio,29,Martin Scorsese,Drama,Paramount Pictures,US,1
en,25,Vince Vaughn,20,Seth Gordon,Comedy,New Line Cinema,US,1
en,20,Robin Williams,58,Chris Wedge,Animation,Blue Sky Studios,US,0
en,22,John Travolta,54,John Woo,Action,Paramount Pictures,US,0
en,71,Adam Sandler,4,Adam Shankman,Fantasy,Walt Disney Pictures,US,2
en,32,Tom Hanks,117,Sam Mendes,Thriller,DreamWorks SKG,US,1
en,21,Adam Sandler,49,Dennis Dugan,Romance,Columbia Pictures,US,0
en,44,Nicolas Cage,37,Simon West,Action,Jerry Bruckheimer Films,US,1
en,20,Shia LaBeouf,111,D.J. Caruso,Mystery,DreamWorks SKG,US,0
en,23,Jude Law,89,Anthony Minghella,Drama,Miramax Films,US,0
en,45,Denzel Washington,85,Albert Hughes,Action,Alcon Entertainment,US,1
en,16,Robin Williams,12,Les Mayfield,Comedy,Walt Disney Pictures,US,0
en,21,Liam Neeson,108,Jan de Bont,Horror,DreamWorks,US,0
en,28,Michael Jordan,116,Joe Pytka,Animation,Warner Bros. Family Entertainment,US,1
en,22,Steve Martin,23,Shawn Levy,Action,Columbia Pictures,US,0
en,18,Keanu Reeves,72,Scott Derrickson,Drama,Twentieth Century Fox Film Corporation,CA,0
en,17,Mel Gibson,17,Richard Donner,Action,Silver Pictures,US,0
en,20,Brad Pitt,92,David Ayer,War,Columbia Pictures,GB,0
en,62,Harrison Ford,33,Ivan Reitman,Action,Caravan Pictures,US,2
en,14,Dan Aykroyd,8,Eric Brevig,Comedy,De Line Pictures,US,0
en,15,Matt Damon,25,Kelly Asbury,Western,DreamWorks SKG,US,0
en,22,Kevin James,6,Frank Coraci,Comedy,Columbia Pictures,US,0
en,20,Gary Oldman,105,Stephen Hopkins,Adventure,New Line Cinema,US,0
en,29,Denzel Washington,97,Jonathan Demme,Drama,Paramount Pictures,US,1
en,11,Stephen Dillane,3,Henry Jaglom,Romance,"Rainbow Film Company, The",US,0
en,22,Adam Sandler,9,Genndy Tartakovsky,Animation,Columbia Pictures,US,0
en,12,Steve Martin,46,James Algar,Animation,Walt Disney Pictures,US,0
en,27,Guy Pearce,19,Simon Wells,Science Fiction,DreamWorks SKG,US,1
en,16,Charlize Theron,20,Ron Underwood,Action,Walt Disney Pictures,US,0
en,53,John Travolta,10,Dominic Sena,Action,Village Roadshow Pictures,AU,2
en,17,Antonio Banderas,19,Martin Campbell,Action,Amblin Entertainment,MX,0
en,18,Robin Williams,16,Vincent Ward,Drama,PolyGram Filmed Entertainment,NZ,0
en,20,Adam Sandler,9,Steven Brill,Comedy,New Line Cinema,US,0
en,20,Heath Ledger,110,Terry Gilliam,Adventure,The Weinstein Company,CZ,0
en,22,Jack Nicholson,21,Tim Burton,Comedy,Tim Burton Productions,US,0
fr,7,Max Brebant,19,Lucile Hadzihalilovic,Mystery,Ex Nihilo,BE,0
en,6,Alec Baldwin,7,Lee Tamahori,Action,Art Linson Productions,US,0
en,44,Bruce Willis,25,Jonathan Mostow,Action,Touchstone Pictures,US,1
en,6,Kevin Costner,36,Roger Donaldson,Drama,New Line Cinema,US,0
en,18,Sylvester Stallone,93,Rob Cohen,Action,Universal Pictures,US,0
en,12,Charlie Rowe,12,Barry Cook,Animation,BBC Worldwide,AU,0
en,16,John Travolta,12,Roger Christian,Action,Franchise Pictures,US,0
en,58,Brendan Fraser,63,Joe Dante,Animation,Lonely Film Productions GmbH & Co. KG.,DE,2
en,14,Judi Dench,4,Rob Marshall,Drama,The Weinstein Company,IT,0
en,16,Paul Walker,114,Richard Donner,Action,Paramount Pictures,US,0
en,25,Kevin Costner,13,Kevin Costner,Drama,Tig Productions,US,1
en,21,James Cromwell,13,George Miller,Adventure,Kennedy Miller Productions,AU,0
en,22,Vin Diesel,92,Breck Eisner,Fantasy,Summit Entertainment,US,0
en,9,Val Kilmer,93,Antony Hoffman,Thriller,Village Roadshow Pictures,AU,0
en,27,Freddie Highmore,27,Luc Besson,Adventure,Canal Plus,FR,1
en,8,Pierce Brosnan,28,Jacques Perrin,Documentary,Pathé Films,FR,0
en,20,Heike Makatsch,31,Peter Hyams,Thriller,Epsilon Motion Pictures,CZ,0
en,36,Kit Harington,43,Paul W.S. Anderson,Action,Impact Pictures,CA,1
es,6,Jason Harris,4,Andrés Couturier,Comedy,Anima Estudios,IN,0
en,38,Russell Crowe,60,Ron Howard,Drama,Imagine Entertainment,US,1
en,28,Jonathan Taylor Thomas,33,Roger Allers,Family,Walt Disney Pictures,US,1
en,10,Dwayne Johnson,86,Brad Peyton,Adventure,New Line Cinema,US,0
en,15,Bill Hader,29,Cody Cameron,Animation,Columbia Pictures,US,0
en,14,Anthony Hopkins,9,Brett Ratner,Crime,Universal Pictures,DE,0
en,16,Viggo Mortensen,123,Joe Johnston,Western,Casey Silver Productions,US,0
en,21,Adam Sandler,12,Dennis Dugan,Comedy,Columbia Pictures,US,0
en,40,Paul Walker,105,John Singleton,Action,Mikona Productions GmbH & Co. KG,US,1
en,20,Jeff Bridges,7,Mark Osborne,Adventure,Onyx Films,FR,0
en,17,Nicole Kidman,21,Oliver Hirschbiegel,Science Fiction,Village Roadshow Pictures,US,0
en,20,Rene Russo,9,Des McAnuff,Action,Universal Pictures,DE,0
en,31,Louis C.K.,53,Chris Renaud,Animation,Universal Pictures,US,1
en,33,Sean Connery,150,Stephen Norrington,Fantasy,Twentieth Century Fox Film Corporation,CZ,1
en,39,Steve Carell,31,Pierre Coffin,Animation,Universal Pictures,US,1
en,69,Will Smith,63,Roland Emmerich,Action,Twentieth Century Fox Film Corporation,US,2
en,23,Jeff Goldblum,97,Steven Spielberg,Adventure,Universal Pictures,US,0
en,21,Ben Stiller,55,Eric Darnell,Family,DreamWorks SKG,US,0
en,73,Clive Owen,102,Alfonso Cuarón,Drama,Universal Pictures,GB,2
en,19,Patrick Stewart,23,Bryan Singer,Adventure,Twentieth Century Fox Film Corporation,US,0
en,18,Angelina Jolie,27,Timur Bekmambetov,Action,Universal Pictures,DE,0
en,25,Sean Connery,30,Michael Bay,Action,Hollywood Pictures,US,1
en,42,Ray Romano,10,Carlos Saldanha,Animation,Blue Sky Studios,US,1
en,55,Adam Sandler,108,Peter Segal,Comedy,Columbia Pictures Corporation,US,2
en,152,John Travolta,23,Adam Shankman,Family,New Line Cinema,GB,3
en,26,Stellan Skarsgård,13,Renny Harlin,Horror,Morgan Creek Productions,US,1
en,16,Matthew Broderick,7,David Kellogg,Action,Walt Disney Pictures,US,0
en,18,Jesse Eisenberg,34,Louis Leterrier,Thriller,Summit Entertainment,US,0
en,20,Adam Sandler,3,Dennis Dugan,Comedy,Columbia Pictures,US,0
en,23,Tom Hanks,68,Steven Spielberg,Comedy,DreamWorks SKG,US,0
en,16,Emma Roberts,6,Thor Freudenthal,Comedy,DreamWorks SKG,US,0
en,18,Chris O'Donnell,21,Martin Campbell,Action,Columbia Pictures Corporation,NZ,0
en,17,Tom Hanks,10,Mike Nichols,Comedy,Universal Pictures,US,0
en,16,Will Smith,76,Vicky Jenson,Animation,DreamWorks SKG,US,0
en,23,Jamie Foxx,86,Bill Condon,Drama,Paramount Pictures,US,0
en,59,John Travolta,18,F. Gary Gray,Comedy,Double Feature Films,US,2
en,19,Eric Bana,22,Steven Spielberg,Drama,DreamWorks SKG,CA,0
en,31,Bruce Willis,138,Antoine Fuqua,Action,Columbia Pictures,US,1
en,34,Katherine Heigl,17,Robert Luketic,Action,Katalyst Films,US,1
en,27,Henry Cavill,105,Guy Ritchie,Comedy,Davis Entertainment,US,1
en,14,Adam Sandler,109,James L. Brooks,Comedy,Gracie Films,US,0
en,17,Ryan Newman,93,Gil Kenan,Animation,Columbia Pictures,US,0
en,10,Bruce Willis,104,Barry Levinson,Action,Cheyenne Enterprises,US,0
en,16,Sean Connery,16,Jerry Zucker,Action,Columbia Pictures Corporation,US,0
en,32,Jodie Foster,15,Andy Tennant,Drama,Fox 2000 Pictures,MY,1
en,26,Mickey Rourke,29,Tarsem Singh,Fantasy,Virgin Produced,US,1
en,14,Bruce Willis,24,Florent-Emilio Siri,Mystery,Miramax Films,DE,0
en,8,Matt Damon,42,Gary Goldman,Animation,Twentieth Century Fox Film Corporation,US,0
en,35,Harrison Ford,16,Ron Shelton,Action,Columbia Pictures,US,1
en,19,Kurt Russell,49,Paul W.S. Anderson,Action,Impact Pictures,US,0
en,13,Lou Taylor Pucci,12,Àlex Pastor,Action,Paramount Vantage,US,0
en,100,Brendan Fraser,31,Henry Selick,Adventure,Twentieth Century Fox Film Corporation,US,3
en,16,Dennis Quaid,120,John Moore,Action,Twentieth Century Fox Film Corporation,US,0
en,40,Bruce Willis,56,M. Night Shyamalan,Science Fiction,Limited Edition Productions Inc.,US,1
en,17,Sandra Bullock,12,Kyle Balda,Family,Universal Pictures,US,0
en,35,Emily Browning,46,Zack Snyder,Action,Legendary Pictures,US,1
en,23,Nicolas Cage,78,Brian De Palma,Crime,Paramount Pictures,CA,0
en,12,Dustin Hoffman,71,Barry Levinson,Science Fiction,Punch Productions,US,0
en,32,Jason Sudeikis,6,Fergal Reilly,Family,Columbia Pictures,FI,1
en,17,Matthew McConaughey,25,Andy Tennant,Romance,De Line Pictures,US,0
en,78,Adam Sandler,17,Judd Apatow,Comedy,Columbia Pictures,US,3
en,19,Jamie Foxx,22,Peter Berg,Thriller,Universal Pictures,DE,0
en,24,Will Ferrell,14,Adam McKay,Comedy,Columbia Pictures,US,0
en,48,Eddie Murphy,74,Steve Carr,Comedy,Twentieth Century Fox Film Corporation,US,1
en,55,Mel Gibson,67,Mel Gibson,Action,Icon Entertainment International,US,2
en,20,Jamie Foxx,10,Sam Mendes,Drama,Universal Pictures,DE,0
en,21,Dan Castellaneta,66,David Silverman,Animation,Gracie Films,US,0
en,17,Jim Carrey,28,Frank Darabont,Drama,Village Roadshow Pictures,US,0
en,17,Kip Pardue,9,Renny Harlin,Action,Epsilon Motion Pictures,AU,0
en,15,Maï Anh Le,11,Jean-Jacques Annaud,Adventure,Pathé Renn Productions,FR,0
en,16,Bryce Dallas Howard,121,M. Night Shyamalan,Drama,Scott Rudin Productions,US,0
en,12,Eddie Murphy,11,Betty Thomas,Comedy,Twentieth Century Fox Film Corporation,US,0
en,15,Mel Gibson,88,M. Night Shyamalan,Drama,"Kennedy/Marshall Company, The",US,0
en,25,Mike Myers,72,Andrew Adamson,Adventure,DreamWorks SKG,US,1
en,48,Owen Wilson,40,John Lasseter,Animation,Walt Disney Pictures,US,1
en,18,Julia Roberts,32,Garry Marshall,Comedy,Paramount Pictures,US,0
en,20,Vin Diesel,139,Rob Cohen,Action,Columbia Pictures,US,0
en,61,Tom Kenny,98,Paul Tibbitt,Animation,Paramount Pictures,US,2
en,38,Mel Gibson,16,Ron Howard,Action,Touchstone Pictures,US,1
en,71,Brad Pitt,42,Quentin Tarantino,Drama,Universal Pictures,DE,2
en,30,Robin Williams,22,Steven Spielberg,Adventure,Amblin Entertainment,US,1
en,44,Bruce Willis,73,Renny Harlin,Action,Twentieth Century Fox Film Corporation,US,1
en,16,Samuel L. Jackson,100,Clark Johnson,Action,Original Film,US,0
en,14,Tom Cruise,15,Cameron Crowe,Drama,Paramount Pictures,US,0
en,15,Paul Giamatti,39,M. Night Shyamalan,Drama,Legendary Pictures,US,0
en,25,Sanaa Lathan,137,Paul W.S. Anderson,Adventure,Impact Pictures,CA,1
en,17,Zachary Levi,16,Betty Thomas,Comedy,Regency Enterprises,US,0
en,54,Mel Gibson,132,Randall Wallace,Action,Icon Entertainment International,DE,2
en,22,Gerard Butler,26,Antoine Fuqua,Action,Nu Image Films,US,0
en,11,Patrick Stewart,20,Jonathan Frakes,Science Fiction,Paramount Pictures,US,0
en,62,Aaron Eckhart,95,Jonathan Liebesman,Action,Columbia Pictures,US,2
en,43,Ewan McGregor,137,Tim Burton,Adventure,Columbia Pictures,US,1
en,15,Jack Nicholson,36,Mike Nichols,Fantasy,Columbia Pictures,US,0
en,32,Tom Hiddleston,48,Steven Spielberg,Drama,DreamWorks SKG,US,1
en,22,Matt Damon,21,George Clooney,War,Columbia Pictures,DE,0
en,20,Ed Harris,107,James Cameron,Adventure,Twentieth Century Fox Film Corporation,US,0
en,20,Michael Douglas,5,Oliver Stone,Drama,Twentieth Century Fox Film Corporation,US,0
en,23,Luke Evans,112,Gary Shore,Horror,Universal Pictures,US,0
en,14,Denzel Washington,87,Edward Zwick,Drama,Twentieth Century Fox Film Corporation,US,0
en,44,Claire Danes,70,Matthew Vaughn,Adventure,Paramount Pictures,IS,1
en,10,Brad Pitt,14,Jean-Jacques Annaud,Adventure,TriStar Pictures,US,0
en,110,Kevin James,36,Ron Howard,Comedy,Imagine Entertainment,US,3
en,17,Anthony Hopkins,24,Joel Schumacher,Action,Jerry Bruckheimer Films,US,0
en,15,Dwayne Johnson,76,Andrzej Bartkowiak,Adventure,Di Bonaventura Pictures,CZ,0
en,9,Eddie Murphy,10,Betty Thomas,Action,Columbia Pictures Corporation,US,0
en,31,Kate Beckinsale,41,Måns Mårlind,Fantasy,Lakeshore Entertainment,US,1
en,224,Julianne Hough,15,Adam Shankman,Comedy,New Line Cinema,US,3
en,20,Bruce Willis,20,Gregory Hoblit,Drama,David Foster Productions,US,0
en,18,Jason Statham,26,Gary McKendry,Action,Current Entertainment,AU,0
en,100,Chris Klein,15,John McTiernan,Action,Atlas Entertainment,DE,3
en,5,Antonio Banderas,15,Wych Kaosayananda,Action,Epsilon Motion Pictures,DE,0
en,10,Morgan Freeman,82,Mikael Salomon,Thriller,Paramount Pictures,DK,0
en,8,Chris Rock,65,Bobby Farrelly,Adventure,Conundrum Entertainment,US,0
en,12,Lea Michele,29,Dan St. Pierre,Animation,Prana Animation Studios,IN,0
en,19,Chris Hemsworth,54,Michael Mann,Crime,Universal Pictures,US,0
en,11,Jude Law,105,Kerry Conran,Mystery,Paramount Pictures,GB,0
en,37,Sharon Stone,14,Michael Caton-Jones,Crime,Intermedia Films,DE,1
en,36,Sylvester Stallone,100,Mikael Håfström,Action,Summit Entertainment,US,1
en,19,Kellan Lutz,54,Renny Harlin,Action,Millennium Films,US,0
en,21,Ben Affleck,108,Phil Alden Robinson,Thriller,Paramount Pictures,US,0
en,42,Kristen Stewart,39,David Slade,Adventure,Summit Entertainment,US,1
en,24,Robert De Niro,13,Frank Oz,Action,Paramount Pictures,DE,0
en,33,Steve Carell,25,Pierre Coffin,Animation,Universal Pictures,US,1
en,15,Wesley Snipes,44,Joseph Ruben,Action,Columbia Pictures,US,0
en,105,Mark Wahlberg,76,Seth MacFarlane,Comedy,Universal Pictures,US,3
en,73,Rachel Weisz,51,Alejandro Amenábar,Adventure,Himenóptero,ES,2
en,26,Ben Stiller,13,Kinka Usher,Adventure,Universal Pictures,US,1
en,13,Owen Wilson,43,Bobby Farrelly,Comedy,New Line Cinema,US,0
en,56,Al Pacino,42,Michael Mann,Drama,Spyglass Entertainment,US,2
en,22,Chris Pine,92,Craig Gillespie,Action,Walt Disney Pictures,US,0
en,19,Leonardo DiCaprio,85,Ridley Scott,Action,Scott Free Productions,US,0
en,20,Steve Carell,6,Jay Roach,Comedy,Paramount Pictures,US,0
en,36,Benjamin Walker,24,Timur Bekmambetov,Action,Twentieth Century Fox Film Corporation,US,1
en,21,Sean Connery,105,Jon Amiel,Romance,Fountainbridge Films,GB,0
en,46,David Duchovny,17,Rob Bowman,Mystery,Twentieth Century Fox Film Corporation,CA,1
en,16,Colin Firth,10,Doug Lefler,Action,Ingenious Film Partners,GB,0
en,38,Tom Hanks,95,Steven Spielberg,Drama,Paramount Pictures,US,1
en,46,Aaron Paul,69,Scott Waugh,Action,DreamWorks SKG,PH,1
en,110,Helen Hunt,95,Nancy Meyers,Comedy,Paramount Pictures,US,3
en,18,Ray Romano,58,Chris Wedge,Animation,Twentieth Century Fox Film Corporation,US,0
en,16,Morgan Freeman,88,Lawrence Kasdan,Drama,Village Roadshow Pictures,US,0
en,71,Daniel Day-Lewis,21,Steven Spielberg,History,DreamWorks,IN,2
en,36,Keanu Reeves,71,Lilly Wachowski,Action,Village Roadshow Pictures,AU,1
en,27,Tom Hanks,110,Ron Howard,Drama,Imagine Entertainment,US,1
